Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
CAC Brewing,CAC Brewing,505 S 5th St,Milwaukee,Wisconsin,53204,United States of America,#ERROR!,,http://www.cacbrewing.com/,0,,,08:00-23:00,08:00-23:00,08:00-23:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-23:00,America/Chicago,,FALSE,cac-brewing-milwaukee-wisconsin,,,,,,"505 S 5th St, Milwaukee, Wisconsin, 53204, United States of America",43.0260647,-87.9172769,o8xdEQ7j8g,,,66fe5ed2dbda1cfab9d5e0ef,
"Central Waters Brewing Co. | Brewery District, Milwaukee","Central Waters Brewing Co. | Brewery District, Milwaukee",1037 W Juneau Ave,Milwaukee,Wisconsin,53233,United States of America,#ERROR!,,https://centralwaters.com/milwaukee-tap-room/,0,,,closed,12:00-21:00,12:00-21:00,12:00-21:00,12:00-22:00,12:00-22:00,12:00-21:00,America/Chicago,,FALSE,central-waters-brewing-co-brewery-district-milwaukee-milwaukee-wisconsin,,,,,,"1037 W Juneau Ave, Milwaukee, Wisconsin, 53233, United States of America",43.0456452,-87.9255205,yJzqvKje46,,,66fe5ed3db977855585a0ee0,
City Lights Brewing Co.,City Lights Brewing Co.,2200 W Mt Vernon Ave,Milwaukee,Wisconsin,53233,United States of America,#ERROR!,,http://citylightsbrewing.com/,0,,,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:00-22:00,11:00-22:00,11:00-20:00,America/Chicago,,FALSE,city-lights-brewing-co-milwaukee-wisconsin,,,,,,"2200 W Mt Vernon Ave, Milwaukee, Wisconsin, 53233, United States of America",43.0334195,-87.9418867,X8RXqoN54A,,,66fe5ed5167c9cc7806170f8,
Colectivo Bay View,Colectivo Bay View,2301 S Kinnickinnic Ave,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,https://colectivo.com/pages/bay-view-bakery,0,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Teen favourite, Kids' colouring, Quick service, A/C",,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,America/Chicago,,FALSE,colectivo-bay-view-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d0546fcda110fa747cc_Screenshot%25202025-05-02%2520at%252014.01.24.png,,,,,"2301 S Kinnickinnic Ave, Milwaukee, Wisconsin, 53207, United States of America",43.0027624,-87.9044787,B8eVdNWgp9,"Friendly coffee house with locally roasted coffee and all day breakfast, including burritos, sandwiches, yogurt, oatmeal, and toast. Lunch includes sandwiches and soup. Swinging patio tables are a favorite at this location, where you can also watch the bakers at work. 12 locations in Milwaukee. 📸 Colectivo Coffee",,66fe5ed6d04f0771fb33cab9,https://thenugget.app/template/location/colectivo-bay-view-milwaukee-wisconsin
Colectivo Foundry,Colectivo Foundry,170 S 1st St,Milwaukee,Wisconsin,53204,United States of America,#ERROR!,,https://colectivo.com/pages/foundry,0,"Relaxed, Buzzy, Good for groups, Teen favourite, Friendly staff",,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-22:00,America/Chicago,,FALSE,colectivo-foundry-milwaukee-wisconsin,,,,,,"170 S 1st St, Milwaukee, Wisconsin, 53204, United States of America",43.0296471,-87.9105180,Z4v6ywYw4Q,"Historic Kramer International Foundry with a patio near the Milwaukee River. Friendly coffee house with locally roasted coffee and all day breakfast, including burritos, sandwiches, yogurt, oatmeal, and toast. Lunch includes sandwiches and soup. 12 locations in Milwaukee.",,66fe5ed7d129216de965cf88,https://thenugget.app/template/location/colectivo-foundry-milwaukee-wisconsin
Colectivo Humboldt Blvd.,Colectivo Humboldt Blvd.,2999 N Humboldt Blvd,Milwaukee,Wisconsin,53212,United States of America,#ERROR!,,https://colectivo.com/pages/humboldt-cafe,0,,,06:30-17:00,06:30-17:00,06:30-22:00,06:30-22:00,06:30-22:00,07:00-22:00,08:00-17:00,America/Chicago,,FALSE,colectivo-humboldt-blvd-milwaukee-wisconsin,,,,,,"2999 N Humboldt Blvd, Milwaukee, Wisconsin, 53212, United States of America",43.0727682,-87.8980859,k4YlYzN0pX,,,66fe5ed94d85e7211bab289e,
Component Brewing Company,Component Brewing Company,2018 S 1st St #169,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,http://componentbrewing.com/,0,,,12:00-22:00,12:00-22:00,12:00-22:00,11:30-22:30,11:30-23:00,11:30-23:00,11:30-21:00,America/Chicago,,FALSE,component-brewing-company-milwaukee-wisconsin,,,,,,"2018 S 1st St #169, Milwaukee, Wisconsin, 53207, United States of America",43.0067247,-87.9107611,B4LRbWyN8e,,,66fe5eda006574cb3c49220c,
Dairyland Old-Fashioned Frozen Custard & Hamburgers,Dairyland Old-Fashioned Frozen Custard & Hamburgers,275 W Wisconsin Ave,Milwaukee,Wisconsin,53203,United States of America,,,http://ilovedairyland.com/?utm_source=google,0,"Kids' menu, Tourist attraction nearby, Vegetarian, Vegan, Dairy Free, Gluten free, Relaxed, Good for groups, Takeaway, Games available",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,11:30-23:00,11:30-21:30,America/Chicago,,FALSE,dairyland-old-fashioned-frozen-custard-hamburgers-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d071699f30d69fe4d1c_dairyland.jpeg,,,,,"275 W Wisconsin Ave, Milwaukee, Wisconsin, 53203, United States of America",43.0386646,-87.9136288,zpAyW7B6pd,"Inside the 3rd St. Market Hall, proud stewards of Wisconsin's burger and custard culture. Kids menu from $5, including burger, cheeseburger, and grilled cheese. Adult menu includes burgers, chicken sandwiches, chicken tenders, fries, and onion rings. Plant based patties and gluten free buns available. Check the calendar for special custard flavors and Friday specials. Located on first floor of South Hall right across from the Snookball Court. Games are available 1st come, 1st served, including shuffleboard, turf games, and more. 📸 Dairyland",,66fe5edb0847ae817a954983,https://thenugget.app/template/location/dairyland-old-fashioned-frozen-custard-hamburgers-milwaukee-wisconsin
Dead Bird Brewing Company,Dead Bird Brewing Company,1726 Dr. William Finlayson St,Milwaukee,Wisconsin,53212,United States of America,#ERROR!,,https://www.deadbirdbrewing.com/,0,,,18:00-22:00,18:00-22:00,18:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-22:00,America/Chicago,,FALSE,dead-bird-brewing-company-milwaukee-wisconsin,,,,,,"1726 Dr. William Finlayson St, Milwaukee, Wisconsin, 53212, United States of America",43.0533100,-87.9169914,KpDzxdlrJd,,,66fe5edc543c32203844c665,
Eagle Park Brewing Company,Eagle Park Brewing Company,823 E Hamilton St,Milwaukee,Wisconsin,53202,United States of America,#ERROR!,,https://www.eagleparkbrewing.com/,0,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-16:30,America/Chicago,,FALSE,eagle-park-brewing-company-milwaukee-wisconsin,,,,,,"823 E Hamilton St, Milwaukee, Wisconsin, 53202, United States of America",43.0542058,-87.9014166,OJNZ6VlXJn,,,66fe5edf7dfe5e9af35895eb,
Enlightened Brewing Company,Enlightened Brewing Company,2020 S Allis St,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,http://www.enlightenedbeer.com/,0,,,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,07:30-20:00,America/Chicago,,FALSE,enlightened-brewing-company-milwaukee-wisconsin,,,,,,"2020 S Allis St, Milwaukee, Wisconsin, 53207, United States of America",43.0071484,-87.9039579,b4n95M35py,,,66fe5ee0006574cb3c492d16,
Gathering Place Brewing Company,Gathering Place Brewing Company,811 E Vienna Ave,Milwaukee,Wisconsin,53212,United States of America,#ERROR!,,http://www.gatheringplacebrewing.com/,0,,,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-21:00,America/Chicago,,FALSE,gathering-place-brewing-company-milwaukee-wisconsin,,,,,,"811 E Vienna Ave, Milwaukee, Wisconsin, 53212, United States of America",43.0855505,-87.9005525,LJyGVodjpl,,,66fe5ee0b1b6b42c06d9a5a5,
Good City Brewing | Downtown,Good City Brewing | Downtown,333 W Juneau Ave,Milwaukee,Wisconsin,53203,United States of America,#ERROR!,,http://www.goodcitybrewing.com/,0,,,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,11:00-23:00,11:00-22:00,America/Chicago,,FALSE,good-city-brewing-downtown-milwaukee-wisconsin,,,,,,"333 W Juneau Ave, Milwaukee, Wisconsin, 53203, United States of America",43.0453364,-87.9154909,DJkwRdO2JO,,,66fe5ee18d4efd6bbd7bee8f,
Happy Dough Lucky Donuts + Arcade,Happy Dough Lucky Donuts + Arcade,2691 S Kinnickinnic Ave,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,http://www.happydoughlucky.com/,0,"Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Friendly staff, Games available, Quick service, A/C",,08:30-21:30,08:30-21:30,08:30-21:30,08:30-22:30,08:30-22:30,08:30-22:30,09:00-21:30,America/Chicago,,FALSE,happy-dough-lucky-donuts-arcade-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d096ceb3742b76304eb_lucky%2520shop%2520arcade.jpeg,,,,,"2691 S Kinnickinnic Ave, Milwaukee, Wisconsin, 53207, United States of America",42.9960111,-87.8971608,287kmL178A,"Donut shop and arcade! Serving favorites like Nutter Butter, S'mores, Caramel Apple Crunch, and more. Also offering a mobile mini doughnut bar for parties, events, and more. 📸 Happy Dough Lucky",,66fe5ee235e9ed56b9506bec,https://thenugget.app/template/location/happy-dough-lucky-donuts-arcade-milwaukee-wisconsin
Holy Land Grocery & Bakery,Holy Land Grocery & Bakery,2755 W Ramsey Ave,Milwaukee,Wisconsin,53221,United States of America,,,http://holylandgrocerybakery.com/,0,"High chair, Baby change in unisex room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Dairy Free, Halal, Relaxed, Takeaway, Dog friendly, Quick service",,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-22:00,10:00-22:00,12:00-21:00,America/Chicago,,FALSE,holy-land-grocery-bakery-milwaukee-wisconsin,,,,,,"2755 W Ramsey Ave, Milwaukee, Wisconsin, 53221, United States of America",42.9372237,-87.9501946,0pjVKjxMp6,"A one-stop shop for fresh Zabiha Halal meats, Middle Eastern groceries, authentic homemade meals, fresh baked bread, hot food, butcher cuts, and traditional desserts. Small dining available. ",,66fe5ee335e9ed56b9506cbc,https://thenugget.app/template/location/holy-land-grocery-bakery-milwaukee-wisconsin
"Indeed Brewing Company | Pilot Brewery & Taproom of Walker’s Point, Milwaukee","Indeed Brewing Company | Pilot Brewery & Taproom of Walker’s Point, Milwaukee",530 S 2nd St,Milwaukee,Wisconsin,53204,United States of America,#ERROR!,,https://www.indeedbrewing.com/visit/milwaukee,0,,,11:30-22:00,11:30-22:00,11:30-22:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-21:00,America/Chicago,,FALSE,indeed-brewing-company-pilot-brewery-taproom-of-walker-s-point-milwaukee-milwaukee-wisconsin,,,,,,"530 S 2nd St, Milwaukee, Wisconsin, 53204, United States of America",43.0255725,-87.9124542,Q8dAjlV5pr,"Beer hall offering counter service with first come first-served seating. Peanut-free kitchen. Kids menu from $7 including mac & cheese, hot dog, chicken tenders, and flatbread. Menu includes appetizers, salads, sandwiches, sausages, flatbreads, and more. Kids love dancing to polka with a bubble machine during Friday Fish Fry, 4-9 pm. 📸 Lakefront Brewery",,66fe5ee42e32cc2f4672c6a0,
Lakefront Brewery,Lakefront Brewery,1872 N Commerce St,Milwaukee,Wisconsin,53212,United States of America,#ERROR!,,http://www.lakefrontbrewery.com/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Friendly staff, Quick service, A/C",,14:00-21:30,14:00-21:30,14:00-21:30,14:00-21:30,12:00-21:30,12:00-22:00,12:00-21:30,America/Chicago,,FALSE,lakefront-brewery-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d0a3de4f1bd408e7bf6_75996BCE-3EE2-4C99-9638-3E68B133F592.jpeg,,,,,"1872 N Commerce St, Milwaukee, Wisconsin, 53212, United States of America",43.0546419,-87.9051514,68MY79lM89,"Beer hall offering counter service with first come first-served seating. Peanut-free kitchen. Kids menu from $7 including mac & cheese, hot dog, chicken tenders, and flatbread. Menu includes appetizers, salads, sandwiches, sausages, flatbreads, and more. Kids love dancing to polka with a bubble machine during Friday Fish Fry, 4-9 pm. 📸 Lakefront Brewery",,66fe5ee4c48a2cba8df7801b,https://thenugget.app/template/location/lakefront-brewery-milwaukee-wisconsin
Miller: The Brewery,Miller: The Brewery,4251 W State St,Milwaukee,Wisconsin,53208,United States of America,#ERROR!,,http://www.millerbrewerytour.com/,0,,,closed,closed,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,America/Chicago,,FALSE,miller-the-brewery-milwaukee-wisconsin,,,,,,"4251 W State St, Milwaukee, Wisconsin, 53208, United States of America",43.0421219,-87.9677261,ZJW2Yr7W40,,,66fe5ee6a0546142da72e9ba,https://thenugget.app/template/location/miller-the-brewery-milwaukee-wisconsin
Milwaukee Brewing & Distilling Company,Milwaukee Brewing & Distilling Company,2335 S Kinnickinnic Ave,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,http://mkebrewing.com/,0,,,"10:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30",10:00-17:00,"09:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30",America/Chicago,,FALSE,milwaukee-brewing-distilling-company-milwaukee-wisconsin,,,,,,"2335 S Kinnickinnic Ave, Milwaukee, Wisconsin, 53207, United States of America",43.0021518,-87.9039830,w8VD1mlO4a,,,66fe5ee8006574cb3c4936fa,https://thenugget.app/template/location/milwaukee-brewing-distilling-company-milwaukee-wisconsin
New Barons Brewing Cooperative,New Barons Brewing Cooperative,2018 S 1st St #170,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,http://www.newbaronsbrewing.com/,0,,,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,America/Chicago,,FALSE,new-barons-brewing-cooperative-milwaukee-wisconsin,,,,,,"2018 S 1st St #170, Milwaukee, Wisconsin, 53207, United States of America",43.0068041,-87.9110291,Zpo7ZkzbpD,,,66fe5ee81f403be55e6bd791,
Ope! Brewing Company,Ope! Brewing Company,6751 W National Ave,West Allis,Wisconsin,53214,United States of America,#ERROR!,,https://www.opebrewingco.com/,1,"High chair, Baby change in women's room, Baby change in men's room, Wheelchair access, Outdoor seating, Fun / Quirky, Relaxed, Buzzy, Good for groups, Teen favourite, Dog friendly, Friendly staff, Games available, Kids' play space, Quick service",,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,09:00-17:30,09:00-17:30,America/Chicago,,FALSE,ope-brewing-company-west-allis-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d0b6ceb3742b763074b_BC09F76B-5AE4-4CFD-BE3E-86EA03336709.jpeg,,,,,"6751 W National Ave, West Allis, Wisconsin, 53214, United States of America",43.0136835,-87.9971647,28Oejwla4o,"Casual brewery for food trucks, bar games, live music, beer, seltzer, and more. Kids can use the patio's sandbox and lots of outdoor space to play! Check the calendar for food truck and league schedules.",,66fe5ee91f403be55e6bd8fe,https://thenugget.app/template/location/ope-brewing-company-west-allis-wisconsin
Pilot Project Brewing Milwaukee,Pilot Project Brewing Milwaukee,1128 N 9th St,Milwaukee,Wisconsin,53233,United States of America,#ERROR!,,http://www.pilotprojectbrewing.com/milwaukee,0,"Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Fun / Quirky, Relaxed, Buzzy, Good for groups, Teen favourite, Dog friendly",,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,America/Chicago,,FALSE,pilot-project-brewing-milwaukee-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d0c8f86d27c6786e142_pilot%2520project.jpeg,,,,,"1128 N 9th St, Milwaukee, Wisconsin, 53233, United States of America",43.0450960,-87.9226288,gprdkZvyJX,"Serving lunch, dinner, Friday fish fry, and Sunday bruch. Kids mac & cheese $8 and chicken tenders for $10. The beer garden is dog friendly. Private events for all types of celebrations! Another location in Chicago at Logan Square. 📸 Pilot Project",,66fe5eea446f23ed9cd24163,https://thenugget.app./template/location/pilot-project-brewing-milwaukee-milwaukee-wisconsin
Rocket Baby Bakery,Rocket Baby Bakery,6822 W North Ave,Wauwatosa,Wisconsin,53213,United States of America,#ERROR!,,https://rocketbabybakery.com/,0,,,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-21:00,America/Chicago,,FALSE,rocket-baby-bakery-wauwatosa-wisconsin,,,,,,"6822 W North Ave, Wauwatosa, Wisconsin, 53213, United States of America",43.0609900,-87.9982832,yJzqvKGe46,,,66fe5eeb7f3713899dfe84ff,
Sprecher Brewing Co.,Sprecher Brewing Co.,701 W Glendale Ave,Glendale,Wisconsin,53209,United States of America,#ERROR!,,https://www.sprecherbrewery.com/,0,,,closed,12:00-22:00,12:00-22:00,12:00-22:00,10:00-22:00,10:00-22:00,10:00-17:00,America/Chicago,,FALSE,sprecher-brewing-co-glendale-wisconsin,,,,,,"701 W Glendale Ave, Glendale, Wisconsin, 53209, United States of America",43.0993888,-87.9195482,r850Qv1BJN,,,66fe5eec2d32dde7e1864a32,
Sugar Maple,Sugar Maple,441 E Lincoln Ave,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,http://www.mysugarmaple.com/,0,,,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,08:00-17:00,08:00-17:00,America/Chicago,,FALSE,sugar-maple-milwaukee-wisconsin,,,,,,"441 E Lincoln Ave, Milwaukee, Wisconsin, 53207, United States of America",43.0026797,-87.9034630,kJ1lQ3oK4q,,,66fe5eed0029124ac83974ea,
Supermoon Beer Company,Supermoon Beer Company,3145 S Howell Ave,Milwaukee,Wisconsin,53207,United States of America,,,http://www.supermoonbeer.com/,0,,,17:30-21:00,closed,17:30-21:00,17:30-21:30,"12:00-14:30,17:30-21:30",12:00-21:30,12:00-19:00,America/Chicago,,FALSE,supermoon-beer-company-milwaukee-wisconsin,,,,,,"3145 S Howell Ave, Milwaukee, Wisconsin, 53207, United States of America",42.9872805,-87.9050427,G4gaqBnZ80,,,66fe5eed0847ae817a956473,
Taqwas Bakery and Restaurant,Taqwas Bakery and Restaurant,4651 S 27th St,Greenfield,Wisconsin,53221,United States of America,#ERROR!,,https://taqwasbakery.com/,0,"Kids' menu, Small sharing plates, Vegetarian, Vegan, Dairy Free, Relaxed, Good for groups",,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-20:30,12:00-22:00,America/Chicago,,FALSE,taqwas-bakery-and-restaurant-greenfield-wisconsin,,,,,,"4651 S 27th St, Greenfield, Wisconsin, 53221, United States of America",42.9603862,-87.9499255,382yQzK7JB,"Authentic Middle Eastern and Mediterranean flavors, with fresh bread, wraps, grilled platters and meze. Kids menu is $8.99 with options including pizza, chicken tenders, chichen tawook, and hot dog.",,66fe5eef8d4efd6bbd7c05f5,https://thenugget.app/template/location/taqwas-bakery-and-restaurant-greenfield-wisconsin
The Copper Turtle Brewery & Taverne,The Copper Turtle Brewery & Taverne,330 E Menomonee St,Milwaukee,Wisconsin,53202,United States of America,#ERROR!,,http://thecopperturtle.com/,0,"Tourist attraction nearby, Small sharing plates, Relaxed, Buzzy, Good for groups",,07:30-23:30,07:30-23:30,07:30-23:30,07:30-23:30,09:00-00:30,09:00-00:30,09:00-11:30,America/Chicago,,FALSE,the-copper-turtle-brewery-taverne-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d0f46fcda110fa7502f_copper%2520turtle.jpeg,,,,,"330 E Menomonee St, Milwaukee, Wisconsin, 53202, United States of America",43.0316810,-87.9061053,rpXX13zapB,"Located on beautiful Catalano Square, walking distance to Milwaukee Ballet and Skylight Music Theatre. Opened by husband and wife duo in 2022, serving pizza, pretzels, and chips & salsa alongside craft beers, wine, and cocktails. Private parties available. A portion of proceeds are donated to sea turtle conservation organizations. 📸 Copper Turtle",,66fe5eef7dfe5e9af358ac3d,https://thenugget.app/template/location/the-copper-turtle-brewery-taverne-milwaukee-wisconsin
The Daily Bird,The Daily Bird,818 E Center St,Milwaukee,Wisconsin,53212,United States of America,#ERROR!,,http://thedailybirdmke.square.site/,0,,,11:00-23:30,11:00-23:30,11:00-23:30,11:00-23:30,11:00-23:30,11:00-23:30,11:00-22:30,America/Chicago,,FALSE,the-daily-bird-milwaukee-wisconsin,,,,,,"818 E Center St, Milwaukee, Wisconsin, 53212, United States of America",43.0676412,-87.9009152,LJyGVoNjpl,,,66fe5ef02d32dde7e1864e6d,
The National Cafe,The National Cafe,839 W National Ave,Milwaukee,Wisconsin,53204,United States of America,414-431-6551,,http://www.nationaleats.com/,1,"Outdoor seating, Vegetarian, Vegan, Fun / Quirky, Cosy, Buzzy, Takeaway, Friendly staff, Quick service",,closed,closed,closed,08:30-14:00,08:30-14:00,08:30-14:00,08:30-14:00,America/Chicago,,FALSE,the-national-cafe-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d1060c19a1b98202fc6_IMG_FBE5569C136C-1.jpeg,,,,,"839 W National Ave, Milwaukee, Wisconsin, 53204, United States of America",43.0230269,-87.9223531,0pjVKjNMp6,"Buzzy cafe offering brunch, lunch, coffee, cocktails & takeout in Historic Walker’s Point. Patio is dog friendly. Check the website for ""take & bake"" cinnamon roll orders to takeaway. Combine with National DIY Skatepark or Walker's Square Park Playground and Wading Pool. 📸 The National Cafe","https://www.google.com/maps/place/The+National+Cafe/@43.0230329,-87.9249203,16z/data=!4m15!1m8!3m7!1s0x880519925cf8a473:0x2d52f6be23afe50!2sThe+National+Cafe!8m2!3d43.0230329!4d-87.9223454!10e1!16s%2Fg%2F1w96h9hk!3m5!1s0x880519925cf8a473:0x2d52f6be23afe50!8m2!3d43.0230329!4d-87.9223454!16s%2Fg%2F1w96h9hk?entry=ttu&g_ep=EgoyMDI0MDkzMC4wIKXMDSoASAFQAw%3D%3D",66fe5ef2578247eacbd10423,https://www.thenugget.app/template/location/the-national-cafe-milwaukee-wisconsin
Third Space Brewing,Third Space Brewing,1505 W St Paul Ave,Milwaukee,Wisconsin,53233,United States of America,#ERROR!,,https://thirdspacebrewing.com/,1,"Baby change in unisex room, Baby change in women's room, Baby change in men's room, Wheelchair access, Outdoor seating, Tourist attraction nearby, Fun / Quirky, Relaxed, Buzzy, Good for groups, Dog friendly, Friendly staff, Games available, Quick service",,08:00-15:00,08:00-15:00,08:00-14:45,08:00-15:00,08:00-15:00,08:00-16:00,08:00-16:00,America/Chicago,,FALSE,third-space-brewing-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d111699f30d69fe5354_Screenshot%25202025-05-04%2520at%252019.03.21.png,,,,,"1505 W St Paul Ave, Milwaukee, Wisconsin, 53233, United States of America",43.0345334,-87.9325228,k8PgdaQmJb,Beer garden with outside and carry-in food welcome (dogs only permitted outside). Families can enjoy the board game selection. Rental space options for parties of 30 - 480 people. Gives back to the community with discounted space rentals for local non-profits Sundays-Wednesdays. Each quarter they partner with a local non-profit organization and create a collaboration beer to raise funds & awareness. Combine with Harley-Davidson Museum or Haggerty Museum of Art. 📸 Third Space,,66fe5ef38f54a828ad70faca,https://thenugget.app/template/location/third-space-brewing-milwaukee-wisconsin
Torzala Brewing Co.,Torzala Brewing Co.,2018 S 1st St #207,Milwaukee,Wisconsin,53207,United States of America,#ERROR!,,https://torzalabrewing.com/,0,"Baby change in unisex room, Fun / Quirky, Relaxed, Buzzy, Good for groups, Dog friendly, Friendly staff, Games available, Quick service",,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-00:00,09:00-00:00,09:00-23:00,America/Chicago,,FALSE,torzala-brewing-co-milwaukee-wisconsin,,,,,,"2018 S 1st St #207, Milwaukee, Wisconsin, 53207, United States of America",43.0070195,-87.9106488,MJbq71ND4X,"Women and minority-owned nanobrewery on the South Side, ""inconveniently"" located on the 2nd floor of the Lincoln Warehouse. Check the calendar for events. Outside food is allowed. Ask for baby changing table.",,66fe5ef405547c5fe177c959,https://thenugget.app/template/location/torzala-brewing-co-milwaukee-wisconsinnd
Urban Harvest Brewing Company,Urban Harvest Brewing Company,1024 S 5th St,Milwaukee,Wisconsin,53204,United States of America,#ERROR!,,http://www.urbanharvestbrewing.com/#!,1,"Baby change in unisex room, Wheelchair access, Outdoor seating, Relaxed, Buzzy, Good for groups, Friendly staff",,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-23:00,11:30-23:00,11:30-22:00,America/Chicago,,FALSE,urban-harvest-brewing-company-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/683038e18b555d245eaa26a2_6827623098652cec19b29736_Screenshot%25202025-05-14%2520at%252014.07.58.png,,,,,"1024 S 5th St, Milwaukee, Wisconsin, 53204, United States of America",43.0204930,-87.9165249,ZJW2Yr3W40,"Neighborhood brewery and taproom in historic Walker’s Point. No kitchen but offers a selection of snacks, such as Von Hansen’s pretzels, Artas’n beef sticks, and other rotating choices. Or bring your food. Wheelchair ramp available upon request. 📸 Urban Harvest",,66fe5ef4db977855585a4e84,https://thenugget.app/template/location/urban-harvest-brewing-company-milwaukee-wisconsin
Vennture Brew Co,Vennture Brew Co,5519 W North Ave,Milwaukee,Wisconsin,53208,United States of America,#ERROR!,,https://vennturebrewco.square.site/,1,,,08:00-00:00,08:00-00:00,08:00-00:00,08:00-02:00,08:00-02:00,08:00-02:00,08:00-12:00,America/Chicago,,FALSE,vennture-brew-co-milwaukee-wisconsin,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/68306d12ceb3737aebbb8348_vennture.webp,,,,,"5519 W North Ave, Milwaukee, Wisconsin, 53208, United States of America",43.0605461,-87.9826060,287kmL3G8A,"A hybrid brewery, coffee roastery, taproom and cafe. Outside food is allowed. Another location in Brookfield. Dogs are welcome on the patio and when ordering. 📸 Vennture Brew Co",,66fe5ef520dfe02ea2ed7ceb,https://thenugget.app/template/location/vennture-brew-co-milwaukee-wisconsin
