Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
Golden Chippy,Golden Chippy,62 Greenwich High Road,London,England,SE10 8LF,GB,0 20 8692 4333,,http://www.thegoldenchippy.co.uk/,0,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Healthy, Quick service, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,12:00-23:00,Europe/London,,FALSE,golden-chippy-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"62 Greenwich High Rd, London SE10 8LF, UK",51.4758491,-0.0185259,r85dzGP3JN,Traditional fish and chips since 2005.,https://maps.app.goo.gl/xDF6eer5bX3HEahK7,66e40d11906a41b0b037ce4f,https://thenugget.app/template/location/golden-chippy-london-england
Anilo’s Kitchen,Anilo’s Kitchen,6 Exmouth Market,London,England,EC1R 4PX,GB,0 20 7837 0909,,http://www.aniloskitchen.com/,0,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:30,Europe/London,,FALSE,anilo-s-kitchen-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"6 Exmouth Market, London EC1R 4PX, UK",51.5251618,-0.1101581,zpALNndl8d,"A Mediterranean restaurant with hot and cold starters, specials, grills, seafood, pasta, vegetarian dishes, salads, sides, desserts, offering wines, spirits, beers, soft drinks, cocktail, coffee, tea. ",https://maps.app.goo.gl/u6GHMj7ck4pyvHiP7,66e40d123cbfb6aa20c25cd9,https://thenugget.app/template/location/anilo-s-kitchen-london-england
Latitude Restaurant,Latitude Restaurant,138 Merton Road,London,England,SW19 1EH,GB,0 20 8542 6500,,https://www.latitude-restaurant.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,closed,17:00-23:00,17:00-23:00,12:00-23:00,12:00-23:00,17:00-23:00,closed,Europe/London,,FALSE,latitude-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"138 Merton Rd, London SW19 1EH, UK",51.4189656,-0.1934209,KpDE6nMG4d,A modern European restaurant in South Wimbledon. Sunday roast available last Sunday of the month.,https://maps.app.goo.gl/oTZeFfs64HvR91ar6,66e40d1424587e0d1b3c50ae,https://thenugget.app/template/location/latitude-restaurant-london-england
Ô Gourmet Libanais,Ô Gourmet Libanais,38 Juniper Drive,London,England,SW18 1GY,GB,0 20 3940 4545,,http://www.ogourmetlibanais.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-22:00,Europe/London,,FALSE,o-gourmet-libanais-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"D, Trafalgar House, 38 Juniper Dr, London SW18 1GY, UK",51.4633460,-0.1847050,zpBg2VmP4v,"Authentic Lebanese small & shared plates with modern, rustic decor and a traditional oven. Menu has something for everyone!",https://maps.app.goo.gl/Y6NrGWHPETjLDuUp7,66e40d153cbfb6aa20c25ea2,https://thenugget.app/template/location/o-gourmet-libanais-london-england
Arado Restaurant,Arado Restaurant,Albany Street,London,England,NW1 3UP,GB,0 20 7391 3028,,https://www.melia.com/en/hotels/united-kingdom/london/melia-white-house-apartments,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,Europe/London,,FALSE,arado-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"Albany Street, Regent’s Park, Albany St, London NW1 3UP, UK",51.5253136,-0.1436343,b4n2kzP54y,"Spanish restaurant located in Meliá White House Apartments Hotel, steps from Regent's Park. ",https://maps.app.goo.gl/PRvPj43JBUHpU7UW7,66e40d16a89c60ec91526f78,https://thenugget.app/template/location/arado-restaurant-london-england
Monkey Temple,Monkey Temple,92 Askew Road,London,England,W12 9BL,GB,0 20 8743 4597,,,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,17:00-22:30,17:00-22:30,17:00-22:30,17:00-22:30,17:00-22:30,17:00-22:30,13:00-22:00,Europe/London,,FALSE,monkey-temple-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"92 Askew Rd, London W12 9BL, UK",51.5033140,-0.2435600,rpXRm9waJB,Indian restaurant offering curries with seafood and vegan options. ,https://maps.app.goo.gl/CW4SNMkeJdcD5iwE8,66e40d179527ab23b4cec020,https://thenugget.app/template/location/monkey-temple-london-england
Bar 61 Restaurant,Bar 61 Restaurant,61A Streatham Hill,London,England,SW2 4TX,GB,0 20 8671 0444,,http://www.bar61.com/,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,Europe/London,,FALSE,bar-61-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"61A Streatham Hill, London SW2 4TX, UK",51.4400122,-0.1254957,LJykQyKjpl,"Spanish tapas in a family-run restaurant, great for groups and kids.",https://maps.app.goo.gl/Jj5BSNf1aJnsaZsw7,66e40d18e9d6ea4ba77998ed,https://thenugget.app/template/location/bar-61-restaurant-london-england
Indian Express,Indian Express,3 North End Parade,London,England,W14 0SJ,GB,0 20 7610 1777,,https://indianexpressonline.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00,Europe/London,,FALSE,indian-express-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"3 N End Parade, London W14 0SJ, UK",51.4929216,-0.2083592,5J0Wx5dD4B,"Traditional Indian dishes, from curries, to balti and biryani in a modern setting. ",https://maps.app.goo.gl/ca6RNaRwp47kM3NQ9,66e40d1a1974d4d441bce82f,https://thenugget.app/template/location/indian-express-london-england
The Hayden Pub & Rooms,The Hayden Pub & Rooms,65 Westbourne Grove,London,England,W2 4UJ,GB,0 20 7229 2233,,http://www.haydennottinghill.com/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Dog friendly, Friendly staff, Healthy, Kids' play space, Quick service, A/C",,10:45-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,09:00-23:00,09:00-22:30,Europe/London,,FALSE,the-hayden-pub-rooms-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"65 Westbourne Grove, London W2 4UJ, UK",51.5152778,-0.1913889,DJkEjzG2pO,"In beautiful Notting Hill, this pub serves delicious food with a buzzy vibe. The pub also has air conditioned rooms available for overnight stays. ",https://maps.app.goo.gl/u4kn2zzv1QM7czM98,66e40d1be9d6ea4ba7799dc0,https://thenugget.app/template/location/the-hayden-pub-rooms-london-england
The Shell,The Shell,124 Southampton Row,London,England,WC1B 5AA,GB,0 20 8075 7500,,https://www.theshellseafood.com/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:00,Europe/London,,FALSE,the-shell-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"124 Southampton Row, London WC1B 5AA, UK",51.5207627,-0.1229369,287yejZ74A,A favorite for seafood lovers with mixed shellfish platters in a relaxed restaurant with a nautical theme. Additional restaurant in Canary Wharf.,https://maps.app.goo.gl/ZVv9t2fwCnNPkwDCA,66e40d1d3cbfb6aa20c26908,https://thenugget.app/template/location/the-shell-london-england
Chimichurris,Chimichurris,132 Southwark Bridge Road,London,England,SE1 0DG,GB,0 20 7928 7414,,http://www.chimichurris.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,closed,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,12:00-23:00,12:00-22:00,Europe/London,,FALSE,chimichurris-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"132 Southwark Bridge Rd, London SE1 0DG, UK",51.5005442,-0.0992011,0pjY6zdM86,Traditional Argentinian restaurant with charcoal grilled meats and fish. ,https://maps.app.goo.gl/dycFxNtTPpwXbEQYA,66e40d1edc02f44ce8481c7c,https://thenugget.app/template/location/chimichurris-london-england
Pizza Union Hoxton,Pizza Union Hoxton,145 City Road,London,England,EC1V 1AY,GB,,,https://www.pizzaunion.com/,0,"High chair, Baby change in unisex room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,Europe/London,,FALSE,pizza-union-hoxton-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"145 City Rd, London EC1V 1AY, UK",51.5275386,-0.0884950,rJq9b2ZYJq,"Italian pizza bar with Roman styled pizzas, 12 inch crispy crusts. Fast and fresh! 6 locations in London",https://maps.app.goo.gl/n2Dfw1GhG4VVA7iZA,66e40d1fd99816b4de28ff6f,https://thenugget.app/template/location/pizza-union-hoxton-london-england
Leafy Bean Coffee & Cocktail Bar,Leafy Bean Coffee & Cocktail Bar,undefined,London,England,N22 8YY,GB,0 20 8888 8287,,http://www.leafybean.coffee/,0,"High chair, Baby change in unisex room, Baby change in women's room, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, A/C",,07:00-13:30,07:00-13:30,07:00-13:30,07:00-13:30,07:00-13:30,09:00-14:00,closed,Europe/London,,FALSE,leafy-bean-coffee-cocktail-bar-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"Bowes Park Station Platform 1, London N22 8YY, UK",51.6070676,-0.1205008,68MKZ6dM49,"Coffee, bagels, brioche and cocktails.",https://maps.app.goo.gl/xki3jFdZos22u2DS8,66e40d21e98e4eeeb4786ca5,https://thenugget.app/template/location/leafy-bean-coffee-cocktail-bar-london-england
Alexander The Great Restaurant,Alexander The Great Restaurant,8 Plender Street,London,England,NW1 0JT,GB,0 20 7388 1111,,https://www.alexanderthegreatgreekrestaurant.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:30,Europe/London,,FALSE,alexander-the-great-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"8 Plender St, London NW1 0JT, UK",51.5362345,-0.1388730,k8P7VGMmJb,Traditional Greek decor and an indoor garden with a lively taverna-style vibe for classic Greek food. Plenty of parking.,https://maps.app.goo.gl/yHJeRQFqpp2EZcy7A,66e40d2146da67d20ec3a1a4,https://thenugget.app/template/location/alexander-the-great-restaurant-london-england
Bill's Westfield White City Restaurant,Bill's Westfield White City Restaurant,Ariel Way,London,England,W12 7GB,GB,0 20 8054 5400,,https://bills-website.co.uk/restaurants/westfield-white-city/?utm_source=LocalGoogle&utm_medium=Organic,1,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Free kids meal, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,Europe/London,,FALSE,bill-s-westfield-white-city-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/6809f4a07c7a8e8557902689_Screenshot%25202025-04-23%2520at%252020.04.10.png,,,,,"Southern Terrace, Westfield Shopping Centre, Ariel Way, London W12 7GB, UK",51.5068002,-0.2211415,MJbZArkDJX,"Contemporary European chain offering breakfast, bruch, afternoon tea, lunch and dinner menus. Check website for kids eat meal calendar during school holidays. (Up to 2 kids can eat free ALL DAY when one adult orders any main from breakfast, lunch or dinner, Monday-Friday). Cash not accepted.  📸 Bill's",https://maps.app.goo.gl/RoSMAx8hRdzwdEcd7,66e40d23263f4387aa7e3c58,https://thenugget.app/template/location/bill-s-westfield-white-city-restaurant-london-england
Baluchi - A Pan Indian Destination,Baluchi - A Pan Indian Destination,181 Tooley Street,London,England,SE1 2JR,GB,0 20 3765 0000,,https://www.thelalit.com/the-lalit-london/eat-and-drink/baluchi/,1,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Relaxed, Posh, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,Europe/London,,FALSE,baluchi-a-pan-indian-destination-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fee5a35713007ed5cb2_baluchi.jpeg,,,,,"181 Tooley St, London SE1 2JR, UK",51.5033333,-0.0783333,dJEOjQz5pW,"Beautiful dining room set in the historic Grade II listed former St. Olave’s Grammar School’s Assembly Hall, now a boutique hotel; serving breakfast, lunch, High Chai Indian Afternoon Tea, and dinner. Perfect setting for celebrations. 📸 Baluchi",https://maps.app.goo.gl/eXxr7NipGFs9ELSb6,66e40d2503a20f6a97382359,https://thenugget.app/template/location/baluchi-a-pan-indian-destination-london-england
Octagreen,Octagreen,85 Putney High Street,London,England,SW15 1SR,GB,0 20 8785 3698,,https://octagreen.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-21:00,Europe/London,,FALSE,octagreen-london-england,,,,,,"85 Putney High St, London SW15 1SR, UK",51.4634873,-0.2155678,287yLnQG4A,"Healthy and fresh food that prides itself on being family-friendly, with something on the menu for everyone. ",https://maps.app.goo.gl/1s7dLLpFFbCiGxER8,66e40d26b630804c039389ac,https://thenugget.app/template/location/octagreen-london-england
Fiore Dell Amore Italian Restaurant Shoreditch,Fiore Dell Amore Italian Restaurant Shoreditch,192a Brick Lane,London,England,E1 6SA,GB,0 20 3827 9445,,https://www.fioredellamore.co.uk/,0,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Playground nearby, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-23:00,10:00-23:00,10:00-22:00,Europe/London,,FALSE,fiore-dell-amore-italian-restaurant-shoreditch-london-england,,,,,,"192a Brick Ln, London E1 6SA, UK",51.5238175,-0.0713871,DJ36RLdY4m,"Authentic Italian in a beautiful setting, offering breakfast, lunch, and dinner. Combine with a tour of street art on Brick Lane or Spitalfields City Farm.",https://maps.app.goo.gl/cGJSB5TW69QwZvm47,66e40d27235a24ee71ad6e63,https://thenugget.app/template/location/fiore-dell-amore-italian-restaurant-shoreditch-london-england
Hiba Street Food,Hiba Street Food,10 Tottenham Street,London,England,W1T 4RD,GB,0 20 7636 6735,,https://www.hiba-express.co.uk/hiba-street/,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,closed,Europe/London,,FALSE,hiba-street-food-london-england,,,,,,"10 Tottenham St, London W1T 4RD, UK",51.5206870,-0.1351800,yJznK5bDJ6,"Warm & relaxed restaurant offering kebabs & other Lebanese cuisine, plus patio seating. ",https://maps.app.goo.gl/USSHoa2weCxpWFjX6,66e40d2833c174ed269024d6,https://thenugget.app/template/location/hiba-street-food-london-england
Steak & Lobster Warren Street,Steak & Lobster Warren Street,130 Tottenham Court Road,London,England,W1T 5AY,GB,0 20 7666 5430,,https://www.steakandlobster.com/location/warren-street,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:15,12:00-22:15,closed,Europe/London,,FALSE,steak-lobster-warren-street-london-england,,,,,,"130 Tottenham Ct Rd, London W1T 5AY, UK",51.5241393,-0.1380835,X8Rjo19j8A,"Plush dining room offering rib-eye steak or lobster with fries & salad, plus cocktails & desserts.",https://maps.app.goo.gl/g327vU1Lw4pVzN418,66e40d2911bc8a95102a16b3,https://thenugget.app/template/location/steak-lobster-warren-street-london-england
Café Amisha,Café Amisha,161 Grange Road,London,England,SE1 3GH,GB,0 20 7231 7151,,https://www.cafeamisha.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,closed,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-21:00,Europe/London,,FALSE,cafe-amisha-london-england,,,,,,"Amisha Court, 161 Grange Rd, London SE1 3GH, UK",51.4951845,-0.0764221,B8eANkEV89,"Italian pasta & pizza, using fresh produce and meat & fish delivered daily. Combine with Bermondsey Spa Gardens playground. ",https://maps.app.goo.gl/MmmoRMNDzNFfq2UQA,66e40d2ae9d6ea4ba779aa4e,https://thenugget.app/template/location/cafe-amisha-london-england
Lizzie's Cucina - Italian Restaurant,Lizzie's Cucina - Italian Restaurant,85 Bramley Road,London,England,N14 4EY,GB,0 20 8886 5797,,,0,"Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,18:00-00:00,18:00-00:00,"12:00-16:00,18:00-00:00","12:00-16:00,18:00-00:00","12:00-16:00,18:00-00:00",12:00-00:00,12:00-00:00,Europe/London,,FALSE,lizzie-s-cucina-italian-restaurant-london-england,,,,,,"85 Bramley Rd, London N14 4EY, UK",51.6469371,-0.1344414,G4gKBgv240,Sicilian Chef Carmelo Carnevale cooking delicious Italian cuisine. Set Lunch Menu Wednesday -Friday (Two Courses £22/Three Courses £29),https://maps.app.goo.gl/omtJKEB4d3KrqjRU6,66e40d2b318fe23e36e2c7a1,https://thenugget.app/template/location/lizzie-s-cucina-italian-restaurant-london-england
"Colonel Saab, High Holborn","Colonel Saab, High Holborn",193-197 High Holborn,London,England,WC1V 7BD,GB,0 20 8016 6800,,https://colonelsaab.co.uk/,0,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Gluten free, Halal, Buzzy, Posh, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,17:00-21:00,Europe/London,,FALSE,colonel-saab-high-holborn-london-england,,,,,,"193-197 High Holborn, London WC1V 7BD, UK",51.5169661,-0.1226498,OJNDVvj3pn,Indian fine dining experience in former Holborn Town Hall.  Reservations encouraged.,https://maps.app.goo.gl/bDEFBCSDAMMP46Ag7,66e40d2d21abaa29ddc42a9c,https://thenugget.app/template/location/colonel-saab-high-holborn-london-england
Mamma Dough - Peckham,Mamma Dough - Peckham,179 Queen's Road,London,England,SE15 2ND,GB,0 20 7635 3470,,https://www.mammadough.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Free kids meal, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:30,12:00-22:30,12:00-22:00,Europe/London,,FALSE,mamma-dough-peckham-london-england,,,,,,"179 Queen's Rd, London SE15 2ND, UK",51.4734882,-0.0563350,3827zw5WpB,A pizzeria using 48 hour fermented sourdough. Half price pizzas on Mondays. 5 locations around London. Accepts reservations.,https://maps.app.goo.gl/qbMnXD6Avk26Vs4H6,66e40d2eb51e2c0f7666c084,https://thenugget.app/template/location/mamma-dough-peckham-london-england
Spagnoletti,Spagnoletti,27 Euston Road,London,England,NW1 2SD,GB,0 20 7843 2221,,https://www.spagnoletti.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Relaxed, Posh, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,08:00-21:30,08:00-21:30,Europe/London,,FALSE,spagnoletti-london-england,,,,,,"27 Euston Rd., London NW1 2SD, UK",51.5297974,-0.1238724,zpBg6dVK4v,"An Italian restaurant serving breakfast, lunch, and dinnerin a ""whimsically retro-futuristic space"".  Best enjoyed shared.",https://maps.app.goo.gl/ep3jWY7p9djV5ZEcA,66e40d2e2ff4e0a27313aa43,https://thenugget.app/template/location/spagnoletti-london-england
Pasta Remoli Ealing Broadway,Pasta Remoli Ealing Broadway,6 Longfield Avenue,London,England,W5 2TD,GB,0 20 8840 2687,,http://www.remoli.co.uk/,0,"High chair, Baby change in unisex room, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Gluten free, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-22:00,Europe/London,,FALSE,pasta-remoli-ealing-broadway-london-england,,,,,,"6 Dickens Yard, Longfield Ave, London W5 2TD, UK",51.5138080,-0.3067815,b4n2Mqzz4y,"Homemade pasta, £14.95 lunch deal Monday-Friday 12-4 pm pasta, side, and a drink",https://maps.app.goo.gl/Z9pd1Gzo3EjGkJrH9,66e40d2f47c4fa01a289b201,https://thenugget.app/template/location/pasta-remoli-ealing-broadway-london-england
Hoppers,Hoppers,77 Wigmore Street,London,England,W1U 1QE,GB,0 20 3319 8110,,https://www.hopperslondon.com/,0,"High chair, Baby change in unisex room, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,"12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:45","12:00-15:00,17:30-22:45",12:00-22:45,12:00-21:30,Europe/London,,FALSE,hoppers-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8ff3355e8d795d6aa95e_Hoppers%2520marltbone.jpeg,,,,,"77 Wigmore St, London W1U 1QE, UK",51.5159042,-0.1507574,rpXR3G9VJB, Sri Lankan and South Indian cuisine and cocktails served with a friendly staff and a buzzy vibe. ,https://maps.app.goo.gl/V4KDxNmyoyuGoY8f8,66e40d3085ab9831825a6e08,https://thenugget.app/template/location/hoppers-london-england
